GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
91135	Wagoner, OK Urban Cluster	C	12277822	0	4.74	0.	35.954522	-95.38138                                                                                                                                
91162	Wahoo, NE Urban Cluster	C	5925489	0	2.288	0.	41.208449	-96.620435                                                                                                                                 
91189	Wahpeton, ND--MN Urban Cluster	C	17460353	0	6.741	0.	46.268147	-96.601353                                                                                                                         
91216	Waikoloa Village, HI Urban Cluster	C	2787677	0	1.076	0.	19.938225	-155.789138                                                                                                                     
91243	Waimea (Hawaii County), HI Urban Cluster	C	12211933	0	4.715	0.	20.032809	-155.636267                                                                                                              
91252	Walden, NY Urban Cluster	C	13245387	251283	5.114	0.097	41.53978	-74.217026                                                                                                                        
91261	Waldorf, MD Urbanized Area	U	176170856	564095	68.02	0.218	38.609305	-76.987871                                                                                                                    
91270	Waldport, OR Urban Cluster	C	9029440	653660	3.486	0.252	44.423432	-124.073682                                                                                                                     
91297	Waldron, AR Urban Cluster	C	6629115	35837	2.56	0.014	34.89755	-94.093203                                                                                                                          
91351	Walkerton, IN Urban Cluster	C	7117501	9938	2.748	0.004	41.453946	-86.496017                                                                                                                       
91378	Wallace, NC Urban Cluster	C	8466458	1493	3.269	0.001	34.745186	-77.993629                                                                                                                         
91405	Walla Walla, WA--OR Urbanized Area	U	71678690	86365	27.675	0.033	46.039139	-118.349066                                                                                                            
91459	Walnut Ridge, AR Urban Cluster	C	9577285	0	3.698	0.	36.063011	-90.96598                                                                                                                           
91486	Walsenburg, CO Urban Cluster	C	4264164	0	1.646	0.	37.627513	-104.784511                                                                                                                           
91513	Walterboro, SC Urban Cluster	C	22299581	29425	8.61	0.011	32.903589	-80.665237                                                                                                                     
91540	Walters, OK Urban Cluster	C	3327197	1235	1.285	0.	34.354345	-98.308334                                                                                                                            
91567	Walton, NY Urban Cluster	C	3583152	66943	1.383	0.026	42.169811	-75.130478                                                                                                                         
91584	Walworth, NY Urban Cluster	C	4536549	0	1.752	0.	43.128562	-77.293072                                                                                                                              
91594	Walworth, WI Urban Cluster	C	9194754	53603	3.55	0.021	42.539709	-88.580324                                                                                                                        
91648	Wamego, KS Urban Cluster	C	4982615	5759	1.924	0.002	39.205272	-96.309429                                                                                                                          
91675	Wapakoneta, OH Urban Cluster	C	16061732	222718	6.201	0.086	40.573828	-84.19078                                                                                                                    
91702	Wapato, WA Urban Cluster	C	6887275	0	2.659	0.	46.446021	-120.427174                                                                                                                               
91741	Warden, WA Urban Cluster	C	2299886	0	0.888	0.	46.967807	-119.041906                                                                                                                               
91756	Ware, MA Urban Cluster	C	20769338	351883	8.019	0.136	42.253091	-72.227418                                                                                                                         
91783	Warner Robins, GA Urbanized Area	U	260445001	2363447	100.558	0.913	32.581351	-83.667989                                                                                                           
91810	Warren, AR Urban Cluster	C	15884812	61960	6.133	0.024	33.609548	-92.069996                                                                                                                        
91837	Warren, PA Urban Cluster	C	21628305	1336819	8.351	0.516	41.853265	-79.145587                                                                                                                      
91864	Warrensburg, MO Urban Cluster	C	30038634	236301	11.598	0.091	38.756022	-93.732463                                                                                                                 
91891	Warrensburg, NY Urban Cluster	C	4121368	0	1.591	0.	43.495045	-73.780575                                                                                                                           
91918	Warrenton, MO Urban Cluster	C	16009163	210289	6.181	0.081	38.819056	-91.137933                                                                                                                    
91999	Warsaw, IN Urban Cluster	C	68915010	7565963	26.608	2.921	41.251524	-85.832796                                                                                                                     
92012	Warsaw, MO Urban Cluster	C	6664569	437704	2.573	0.169	38.243452	-93.371575                                                                                                                        
92026	Warsaw, NY Urban Cluster	C	4356307	0	1.682	0.	42.740083	-78.134296                                                                                                                                
92053	Warsaw, NC Urban Cluster	C	5933859	1425	2.291	0.001	35.002877	-78.088889                                                                                                                          
92134	Warwick, NY Urban Cluster	C	23058019	100356	8.903	0.039	41.289641	-74.365028                                                                                                                      
92161	Wasco, CA Urban Cluster	C	15688495	0	6.057	0.	35.601337	-119.351228                                                                                                                               
92215	Waseca, MN Urban Cluster	C	10444618	517213	4.033	0.2	44.081798	-93.505558                                                                                                                         
92242	Washington, DC--VA--MD Urbanized Area	U	3424394645	69354873	1322.166	26.778	38.897394	-77.18974                                                                                                   
92269	Washington, GA Urban Cluster	C	8293636	16075	3.202	0.006	33.732289	-82.743613                                                                                                                     
92296	Washington, IN Urban Cluster	C	17007131	118597	6.566	0.046	38.653193	-87.167395                                                                                                                   
92323	Washington, IA Urban Cluster	C	6899773	0	2.664	0.	41.298298	-91.689345                                                                                                                            
92350	Washington, MO Urban Cluster	C	17884498	81188	6.905	0.031	38.544851	-91.01028                                                                                                                     
92377	Washington, NJ Urban Cluster	C	28209926	62413	10.892	0.024	40.758048	-75.00008                                                                                                                    
92404	Washington, NC Urban Cluster	C	40548106	694393	15.656	0.268	35.542248	-77.040831                                                                                                                  
92431	Washington Court House, OH Urban Cluster	C	17539714	140261	6.772	0.054	39.539735	-83.437564                                                                                                       
92445	Washoe Valley, NV Urban Cluster	C	7927150	0	3.061	0.	39.291721	-119.77297                                                                                                                         
92470	Watchtower, NY Urban Cluster	C	4712312	8994	1.819	0.003	41.617087	-74.286703                                                                                                                      
92485	Waterbury, CT Urbanized Area	U	233761735	3898707	90.256	1.505	41.549044	-73.039574                                                                                                                
92512	Waterbury, VT Urban Cluster	C	7676573	109916	2.964	0.042	44.348492	-72.739122                                                                                                                     
92539	Waterford, CA Urban Cluster	C	6643866	78956	2.565	0.03	37.636186	-120.757336                                                                                                                      
92566	Waterloo, IL Urban Cluster	C	15214658	319743	5.874	0.123	38.335899	-90.154322                                                                                                                     
92593	Waterloo, IA Urbanized Area	U	161466578	4729859	62.343	1.826	42.495926	-92.384177                                                                                                                 
92620	Waterloo, WI Urban Cluster	C	3563667	74082	1.376	0.029	43.18638	-88.987899                                                                                                                        
92647	Watertown, MN Urban Cluster	C	4854629	85312	1.874	0.033	44.959009	-93.844082                                                                                                                      
92674	Watertown, NY Urbanized Area	U	105848628	3210604	40.868	1.24	44.048563	-75.780685                                                                                                                 
92701	Watertown, SD Urban Cluster	C	33726538	83405	13.022	0.032	44.906273	-97.128246                                                                                                                    
92728	Watertown, WI Urban Cluster	C	23370799	1005884	9.024	0.388	43.192195	-88.725581                                                                                                                   
92755	Water Valley, MS Urban Cluster	C	5802404	0	2.24	0.	34.152497	-89.632257                                                                                                                           
92782	Waterville, ME Urban Cluster	C	41926711	1722563	16.188	0.665	44.553706	-69.651935                                                                                                                 
92809	Watkins Glen, NY Urban Cluster	C	6575835	5983	2.539	0.002	42.365706	-76.861476                                                                                                                    
92836	Watonga, OK Urban Cluster	C	5421219	0	2.093	0.	35.851664	-98.41277                                                                                                                                
92863	Watseka, IL Urban Cluster	C	6540574	0	2.525	0.	40.776489	-87.732245                                                                                                                               
92890	Watsonville, CA Urbanized Area	U	59163939	939553	22.843	0.363	36.938194	-121.772222                                                                                                               
92917	Wauchula, FL Urban Cluster	C	26441054	3777	10.209	0.001	27.560797	-81.815636                                                                                                                      
92944	Waukon, IA Urban Cluster	C	5024897	0	1.94	0.	43.271734	-91.479588                                                                                                                                 
92971	Waupaca, WI Urban Cluster	C	16567436	1225093	6.397	0.473	44.348682	-89.104169                                                                                                                     
92998	Waupun, WI Urban Cluster	C	9550675	146335	3.688	0.057	43.628934	-88.735186                                                                                                                        
93025	Wausau, WI Urbanized Area	U	121939939	7869159	47.081	3.038	44.908251	-89.627556                                                                                                                   
93052	Wauseon, OH Urban Cluster	C	10075096	43324	3.89	0.017	41.552118	-84.139234                                                                                                                        
93065	Wautoma, WI Urban Cluster	C	4736839	55161	1.829	0.021	44.071455	-89.283466                                                                                                                        
93079	Waverly, IA Urban Cluster	C	17334659	953931	6.693	0.368	42.728625	-92.482305                                                                                                                      
93092	Waverly, NE Urban Cluster	C	3153269	0	1.217	0.	40.916077	-96.526957                                                                                                                               
93106	Waverly, TN Urban Cluster	C	9823246	0	3.793	0.	36.087135	-87.802411                                                                                                                               
93133	Waverly City, OH Urban Cluster	C	15938359	1262157	6.154	0.487	39.130238	-83.001367                                                                                                                
93187	Waycross, GA Urban Cluster	C	58758544	453741	22.687	0.175	31.219845	-82.364224                                                                                                                    
93214	Wayland, MI Urban Cluster	C	8523134	117001	3.291	0.045	42.672199	-85.638804                                                                                                                       
93241	Wayne, NE Urban Cluster	C	4658338	0	1.799	0.	42.235605	-97.014464                                                                                                                                 
93268	Waynesboro, GA Urban Cluster	C	12290590	147851	4.745	0.057	33.090072	-82.012715                                                                                                                   
93295	Waynesboro, MS Urban Cluster	C	10980711	0	4.24	0.	31.674511	-88.640873                                                                                                                            
93322	Waynesboro, PA--MD Urban Cluster	C	45455957	88872	17.551	0.034	39.76409	-77.524433                                                                                                                
93376	Waynesburg, PA Urban Cluster	C	9065433	0	3.5	0.	39.897718	-80.170691                                                                                                                              
93457	Weatherford, OK Urban Cluster	C	9803952	0	3.785	0.	35.536011	-98.692345                                                                                                                           
93484	Weatherford, TX Urban Cluster	C	83243815	214279	32.141	0.083	32.751474	-97.723893                                                                                                                 
93511	Webster City, IA Urban Cluster	C	10906664	5458	4.211	0.002	42.463263	-93.822577                                                                                                                   
93525	Wedgefield, FL Urban Cluster	C	6453563	86965	2.492	0.034	28.507812	-81.072782                                                                                                                     
93565	Weedsport, NY Urban Cluster	C	5054721	13495	1.952	0.005	43.041934	-76.586062                                                                                                                      
93592	Weirton--Steubenville, WV--OH--PA Urbanized Area	U	130437208	6580825	50.362	2.541	40.379512	-80.623962                                                                                            
93619	Weiser, ID--OR Urban Cluster	C	6670268	133640	2.575	0.052	44.252071	-116.970816                                                                                                                   
93646	Welch, WV Urban Cluster	C	4159321	59686	1.606	0.023	37.431392	-81.586006                                                                                                                          
93673	Wellington, CO Urban Cluster	C	7044892	5660	2.72	0.002	40.701632	-105.005671                                                                                                                      
93700	Wellington, KS Urban Cluster	C	10278379	0	3.969	0.	37.268936	-97.398749                                                                                                                           
93727	Wellington, OH Urban Cluster	C	7388130	647142	2.853	0.25	41.164781	-82.222002                                                                                                                     
93808	Wellsville, NY Urban Cluster	C	11336060	0	4.377	0.	42.116101	-77.942081                                                                                                                           
93835	Welsh, LA Urban Cluster	C	5183702	0	2.001	0.	30.236317	-92.820841                                                                                                                                 
93862	Wenatchee, WA Urbanized Area	U	81364757	4928373	31.415	1.903	47.423291	-120.289914                                                                                                                
93871	Wendell, ID Urban Cluster	C	2562745	599	0.989	0.	42.775685	-114.704743                                                                                                                            
93880	Wendell--Zebulon, NC Urban Cluster	C	27436013	0	10.593	0.	35.816566	-78.340844                                                                                                                    
93889	West, TX Urban Cluster	C	3282347	0	1.267	0.	31.802773	-97.09392                                                                                                                                   
93916	West Bend, WI Urbanized Area	U	99651685	1490016	38.476	0.575	43.387733	-88.184729                                                                                                                 
93970	West Columbia, TX Urban Cluster	C	8597786	78289	3.32	0.03	29.149082	-95.6387                                                                                                                      
94005	Westernport, MD--WV Urban Cluster	C	8226467	106599	3.176	0.041	39.530343	-79.020987                                                                                                               
94024	Westfield, NY Urban Cluster	C	5611922	0	2.167	0.	42.326841	-79.57944                                                                                                                              
94051	West Frankfort, IL Urban Cluster	C	14993240	124881	5.789	0.048	37.899514	-88.932373                                                                                                               
94132	West Jefferson, OH Urban Cluster	C	4089025	0	1.579	0.	39.941088	-83.284864                                                                                                                        
94186	West Lafayette, OH Urban Cluster	C	2806975	0	1.084	0.	40.275284	-81.749532                                                                                                                        
94213	West Liberty, IA Urban Cluster	C	3204334	525	1.237	0.	41.574884	-91.261995                                                                                                                        
94294	Westminster--Eldersburg, MD Urbanized Area	U	149425013	953820	57.693	0.368	39.481939	-76.94941                                                                                                    
94321	Weston, WV Urban Cluster	C	7035698	232643	2.716	0.09	39.037162	-80.463736                                                                                                                         
94345	Weston Lakes, TX Urban Cluster	C	7972928	268836	3.078	0.104	29.668496	-95.934124                                                                                                                  
94375	West Plains, MO Urban Cluster	C	20943825	3385	8.086	0.001	36.737615	-91.87023                                                                                                                     
94402	West Point, MS Urban Cluster	C	17262302	104005	6.665	0.04	33.608389	-88.648618                                                                                                                    
94429	West Point, NE Urban Cluster	C	3927268	0	1.516	0.	41.840787	-96.708516                                                                                                                            
94442	West Point, NY Urban Cluster	C	10675070	133006	4.122	0.051	41.388973	-73.957982                                                                                                                   
94456	West Point, VA Urban Cluster	C	4802536	4692	1.854	0.002	37.551062	-76.812546                                                                                                                      
94520	West Tawakoni, TX Urban Cluster	C	27968277	3834802	10.799	1.481	32.891293	-96.048701                                                                                                              
94537	West Union, OH Urban Cluster	C	5530705	0	2.135	0.	38.791831	-83.540878                                                                                                                            
94564	Westville, IN Urban Cluster	C	6935281	0	2.678	0.	41.535611	-86.902678                                                                                                                             
94591	West Wendover, NV--UT Urban Cluster	C	17707384	0	6.837	0.	40.723053	-114.034104                                                                                                                   
94618	Wetumpka, AL Urban Cluster	C	13919000	136475	5.374	0.053	32.53725	-86.206364                                                                                                                      
94645	Wewoka, OK Urban Cluster	C	4023673	0	1.554	0.	35.14974	-96.491502                                                                                                                                 
94658	Weyers Cave, VA Urban Cluster	C	4611173	5807	1.78	0.002	38.276043	-78.928816                                                                                                                      
94672	Wharton, TX Urban Cluster	C	12673052	4788	4.893	0.002	29.319171	-96.092478                                                                                                                        
94685	Wheatland, CA Urban Cluster	C	1960801	0	0.757	0.	39.012758	-121.427215                                                                                                                            
94699	Wheatland, WY Urban Cluster	C	6891618	0	2.661	0.	42.055469	-104.95728                                                                                                                             
94726	Wheeling, WV--OH Urbanized Area	U	121714057	8477253	46.994	3.273	40.05273	-80.726204                                                                                                              
94739	Whispering Pines, NC Urban Cluster	C	11175653	1609348	4.315	0.621	35.25001	-79.380314                                                                                                             
94753	Whitefish, MT Urban Cluster	C	11781975	404017	4.549	0.156	48.406373	-114.34041                                                                                                                    
94780	White Hall, IL Urban Cluster	C	5672526	0	2.19	0.	39.440548	-90.405671                                                                                                                             
94807	Whitehall, MI Urban Cluster	C	35237666	2743068	13.605	1.059	43.408363	-86.314666                                                                                                                  
94870	Whiteman AFB, MO Urban Cluster	C	15904094	9815	6.141	0.004	38.728309	-93.567113                                                                                                                   
94879	White Pine, TN Urban Cluster	C	7560386	0	2.919	0.	36.102279	-83.279677                                                                                                                            
94888	Whiteriver, AZ Urban Cluster	C	13663812	174998	5.276	0.068	33.834543	-109.973541                                                                                                                  
94915	White Rock, NM Urban Cluster	C	4930374	1253	1.904	0.	35.816465	-106.206075                                                                                                                        
94942	Whitesboro, TX Urban Cluster	C	6870461	15415	2.653	0.006	33.662974	-96.900684                                                                                                                     
94969	White Sulphur Springs, WV Urban Cluster	C	3983940	28792	1.538	0.011	37.795735	-80.296459                                                                                                          
94996	Whiteville, NC Urban Cluster	C	22647383	0	8.744	0.	34.311238	-78.713858                                                                                                                           
95050	Whitewater, WI Urban Cluster	C	12878315	772889	4.972	0.298	42.834061	-88.738122                                                                                                                   
95077	Wichita, KS Urbanized Area	U	556098032	12308451	214.711	4.752	37.679735	-97.327333                                                                                                                
95104	Wichita Falls, TX Urbanized Area	U	130859687	3607659	50.525	1.393	33.903257	-98.518667                                                                                                            
95158	Wickenburg, AZ Urban Cluster	C	6371131	0	2.46	0.	33.96317	-112.744843                                                                                                                             
95185	Wiggins, MS Urban Cluster	C	9571534	22035	3.696	0.009	30.849983	-89.140346                                                                                                                        
95212	Wilburton, OK Urban Cluster	C	6180482	39796	2.386	0.015	34.915546	-95.313717                                                                                                                      
95310	Willard, MO Urban Cluster	C	17926977	0	6.922	0.	37.30296	-93.42203                                                                                                                                
95320	Willard, OH Urban Cluster	C	7762823	33433	2.997	0.013	41.052794	-82.728128                                                                                                                        
95347	Willcox, AZ Urban Cluster	C	4378984	0	1.691	0.	32.254964	-109.837675                                                                                                                              
95364	Williams, AZ Urban Cluster	C	4610882	0	1.78	0.	35.253049	-112.188681                                                                                                                              
95374	Williams, CA Urban Cluster	C	5071953	0	1.958	0.	39.152101	-122.147981                                                                                                                             
95391	Williamsburg, IA Urban Cluster	C	5017997	17550	1.937	0.007	41.664224	-92.01615                                                                                                                    
95401	Williamsburg, KY Urban Cluster	C	12255297	272525	4.732	0.105	36.727065	-84.157713                                                                                                                 
95411	Williamsburg, VA Urbanized Area	U	144867870	2004552	55.934	0.774	37.282552	-76.749032                                                                                                             
95428	Williamson, WV--KY Urban Cluster	C	5432993	0	2.098	0.	37.673674	-82.281279                                                                                                                        
95455	Williamsport, PA Urbanized Area	U	68620390	2279637	26.494	0.88	41.246705	-77.002493                                                                                                               
95482	Williamston, MI Urban Cluster	C	10894352	243568	4.206	0.094	42.686669	-84.257222                                                                                                                  
95509	Williamston, NC Urban Cluster	C	8499278	0	3.282	0.	35.849197	-77.063435                                                                                                                           
95553	Williamstown, KY Urban Cluster	C	13031727	103264	5.032	0.04	38.672955	-84.627236                                                                                                                  
95563	Williamstown, PA Urban Cluster	C	5212377	0	2.013	0.	40.584476	-76.58313                                                                                                                           
95590	Willimantic, CT Urban Cluster	C	46492681	2545023	17.951	0.983	41.72748	-72.240535                                                                                                                 
95634	Williston, FL Urban Cluster	C	7788189	2068	3.007	0.001	29.38752	-82.439717                                                                                                                        
95644	Williston, ND Urban Cluster	C	18501418	157203	7.143	0.061	48.165669	-103.63273                                                                                                                    
95671	Willits, CA Urban Cluster	C	13561683	114847	5.236	0.044	39.42246	-123.367272                                                                                                                      
95698	Willmar, MN Urban Cluster	C	29449040	8680957	11.37	3.352	45.129721	-95.044552                                                                                                                     
95725	Willows, CA Urban Cluster	C	6757834	1308	2.609	0.001	39.524858	-122.199495                                                                                                                        
95752	Wills Point, TX Urban Cluster	C	7289839	24067	2.815	0.009	32.708706	-96.008659                                                                                                                    
95833	Wilmington, NC Urbanized Area	U	345974015	8446384	133.581	3.261	34.216582	-77.896334                                                                                                              
95860	Wilmington, OH Urban Cluster	C	14183058	76477	5.476	0.03	39.446003	-83.829306                                                                                                                     
95887	Wilmore, KY Urban Cluster	C	4517763	26504	1.744	0.01	37.867061	-84.653797                                                                                                                         
95914	Wilson, NC Urban Cluster	C	64139367	98551	24.764	0.038	35.73806	-77.933946                                                                                                                        
95941	Wilton, IA Urban Cluster	C	4245966	7155	1.639	0.003	41.589109	-91.025481                                                                                                                          
95968	Winamac, IN Urban Cluster	C	3661065	0	1.414	0.	41.052381	-86.603879                                                                                                                               
96022	Winchester, IN Urban Cluster	C	7066524	30165	2.728	0.012	40.168943	-84.976991                                                                                                                     
96049	Winchester, KY Urban Cluster	C	36765000	165168	14.195	0.064	37.993558	-84.195338                                                                                                                  
96076	Winchester, TN Urban Cluster	C	40005374	1692011	15.446	0.653	35.207223	-86.107281                                                                                                                 
96103	Winchester, VA Urbanized Area	U	96349767	318043	37.201	0.123	39.151081	-78.163018                                                                                                                 
96130	Winder, GA Urban Cluster	C	119095180	1642259	45.983	0.634	33.97361	-83.716779                                                                                                                     
96211	Windom, MN Urban Cluster	C	5891090	162377	2.275	0.063	43.872661	-95.122311                                                                                                                        
96223	Window Rock, AZ--NM Urban Cluster	C	8137390	0	3.142	0.	35.668417	-109.06721                                                                                                                       
96265	Windsor, MO Urban Cluster	C	3389864	4538	1.309	0.002	38.52942	-93.521511                                                                                                                          
96278	Windsor, NC Urban Cluster	C	6124579	0	2.365	0.	35.991015	-76.936519                                                                                                                               
96292	Windsor, VT--NH Urban Cluster	C	6996376	431303	2.701	0.167	43.455764	-72.399157                                                                                                                   
96319	Winfield, KS Urban Cluster	C	15209103	0	5.872	0.	37.235053	-96.98511                                                                                                                              
96350	Winneconne, WI Urban Cluster	C	8767068	576684	3.385	0.223	44.100471	-88.690706                                                                                                                    
96373	Winnemucca, NV Urban Cluster	C	23611289	0	9.116	0.	40.950373	-117.741358                                                                                                                          
96400	Winner, SD Urban Cluster	C	4539560	0	1.753	0.	43.373163	-99.854222                                                                                                                                
96427	Winnfield, LA Urban Cluster	C	11051395	0	4.267	0.	31.924357	-92.645399                                                                                                                            
96454	Winnie, TX Urban Cluster	C	10778164	58074	4.161	0.022	29.81145	-94.380853                                                                                                                         
96481	Winnsboro, LA Urban Cluster	C	9461661	0	3.653	0.	32.162861	-91.717885                                                                                                                             
96508	Winnsboro, SC Urban Cluster	C	9994614	0	3.859	0.	34.371011	-81.088058                                                                                                                             
96535	Winnsboro, TX Urban Cluster	C	9057518	38591	3.497	0.015	32.955144	-95.291729                                                                                                                      
96562	Winona, MN Urban Cluster	C	32297701	2104549	12.47	0.813	44.044691	-91.661996                                                                                                                      
96589	Winona, MS Urban Cluster	C	8359689	0	3.228	0.	33.484332	-89.733267                                                                                                                                
96616	Winslow, AZ Urban Cluster	C	24049887	44717	9.286	0.017	35.01886	-110.724542                                                                                                                       
96670	Winston-Salem, NC Urbanized Area	U	835489988	6513258	322.585	2.515	36.072205	-80.266476                                                                                                           
96697	Winter Haven, FL Urbanized Area	U	348404237	80398156	134.52	31.042	28.043994	-81.703779                                                                                                           
96724	Winters, CA Urban Cluster	C	5850570	176	2.259	0.	38.527492	-121.962604                                                                                                                            
96751	Winters, TX Urban Cluster	C	3169264	0	1.224	0.	31.960917	-99.962659                                                                                                                               
96778	Winterset, IA Urban Cluster	C	4857099	0	1.875	0.	41.336152	-94.016973                                                                                                                             
96832	Wisconsin Rapids, WI Urban Cluster	C	55616773	1280580	21.474	0.494	44.372465	-89.812226                                                                                                           
96859	Wolf Point, MT Urban Cluster	C	3172791	0	1.225	0.	48.092162	-105.641935                                                                                                                           
96886	Wonder Lake, IL Urban Cluster	C	5209397	0	2.011	0.	42.373656	-88.380157                                                                                                                           
96913	Woodburn, OR Urban Cluster	C	30179685	17273	11.652	0.007	45.153661	-122.850092                                                                                                                    
96926	Woodbury, TN Urban Cluster	C	3755172	0	1.45	0.	35.823031	-86.070604                                                                                                                               
96940	Woodcreek, TX Urban Cluster	C	12666042	0	4.89	0.	30.010937	-98.117129                                                                                                                             
96967	Woodlake, CA Urban Cluster	C	4437807	1178472	1.713	0.455	36.414293	-119.097302                                                                                                                    
96994	Woodland, CA Urbanized Area	U	31607024	0	12.204	0.	38.673294	-121.761632                                                                                                                          
97021	Woodland, WA Urban Cluster	C	9042263	171299	3.491	0.066	45.913346	-122.743974                                                                                                                     
97048	Woodland Park, CO Urban Cluster	C	22019456	18557	8.502	0.007	38.988519	-105.062112                                                                                                                
97102	Woodruff, SC Urban Cluster	C	8741932	9396	3.375	0.004	34.738144	-82.027998                                                                                                                        
97119	Woodstock, AL Urban Cluster	C	14915808	37095	5.759	0.014	33.226259	-87.111466                                                                                                                     
97129	Woodstock, IL Urban Cluster	C	31285455	0	12.079	0.	42.311226	-88.440707                                                                                                                           
97156	Woodstock, VA Urban Cluster	C	13296322	69996	5.134	0.027	38.867736	-78.523853                                                                                                                     
97183	Woodstown, NJ Urban Cluster	C	5789819	112699	2.235	0.044	39.652433	-75.331728                                                                                                                     
97200	Woodville, FL Urban Cluster	C	19727185	1345	7.617	0.001	30.251978	-84.197496                                                                                                                      
97210	Woodville, TX Urban Cluster	C	13167392	41893	5.084	0.016	30.787089	-94.406202                                                                                                                     
97237	Woodward, OK Urban Cluster	C	21713072	106423	8.383	0.041	36.424832	-99.404726                                                                                                                     
97264	Wooster, OH Urban Cluster	C	47918551	91183	18.501	0.035	40.82173	-81.927251                                                                                                                       
97291	Worcester, MA--CT Urbanized Area	U	787893340	33289002	304.207	12.853	42.419603	-71.709788                                                                                                         
97318	Worland, WY Urban Cluster	C	5751931	7709	2.221	0.003	44.016309	-107.950956                                                                                                                        
97331	World Golf Village, FL Urban Cluster	C	16708308	261638	6.451	0.101	29.966984	-81.501637                                                                                                           
97345	Worthington, MN Urban Cluster	C	13486150	3136058	5.207	1.211	43.623757	-95.604076                                                                                                                 
97352	Wright City, MO Urban Cluster	C	5721106	69093	2.209	0.027	38.829393	-91.033654                                                                                                                    
97359	Wrightstown, WI Urban Cluster	C	3832996	189287	1.48	0.073	44.318423	-88.164034                                                                                                                    
97366	Wrightsville, GA Urban Cluster	C	11826427	97500	4.566	0.038	32.743227	-82.701405                                                                                                                  
97372	Wrightwood, CA Urban Cluster	C	3671949	0	1.418	0.	34.355599	-117.62663                                                                                                                            
97399	Wurtsboro, NY Urban Cluster	C	11536502	69568	4.454	0.027	41.581723	-74.422422                                                                                                                     
